step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.56615e-06,0.000705698,0,0,0
100,7.68408e-05,0.000719641,65536,0,0
200,0.00010052,0.000742565,65536,0,0
300,0.000124863,0.00076428,65536,0,0
400,0.000148495,0.000783658,65536,0,0
500,0.000166583,0.000802172,65536,0,0
600,0.000178192,0.000820762,65536,0,0
700,0.000184467,0.000839837,65536,0,0
800,0.000186905,0.000859429,65536,0,0
900,0.000186727,0.000879451,65536,0,0
1000,0.000184812,0.000899774,65536,0,0
1100,0.000181751,0.000920248,65536,0,0
1200,0.000177947,0.000940719,65536,0,0
1300,0.000173673,0.000961047,65536,0,0
1400,0.000169109,0.000981111,65536,0,0
1500,0.000164381,0.0010008,65536,0,0
1600,0.000159575,0.00102003,65536,0,0
1700,0.000154756,0.00103869,65536,0,0
1800,0.000149965,0.00105674,65536,0,0
1900,0.000145234,0.00107412,65536,0,0
1999,0.000140629,0.00109063,65536,0,0
