step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.000187221,0.00210708,684,0.000185651,0.0182429,0.00664679,0.010437
100,0.0165229,0.00155756,7038,0.00614633,0.578013,0.0076305,0.107391
200,0.0521117,0.00109073,17160,0.0164591,0.67019,0.00850712,0.261841
300,0.115464,0.00375485,25898,0.0311732,0.771629,0.00926057,0.395172
400,0.216184,0.00354017,32672,0.051142,0.809795,0.0100341,0.498535
500,0.3705,0.00493396,37659,0.0735704,0.851458,0.0106864,0.574631
600,0.56789,0.00448728,41142,0.0959582,0.912393,0.0113714,0.627777
700,0.810907,0.0016983,43912,0.117644,0.924427,0.0120207,0.670044
800,1.08784,0.000503502,46006,0.137001,0.913988,0.0126806,0.701996
900,1.38319,0.00501482,47531,0.15368,0.981248,0.0133714,0.725266
1000,1.65299,0.000778818,48671,0.162935,1.05231,0.0139943,0.742661
1100,1.87549,0.00480344,49494,0.17143,1.09163,0.0146414,0.755219
1200,2.10441,0.00430775,50018,0.183449,0.922833,0.0152717,0.763214
1300,2.37299,0.00443959,50554,0.192625,1.08863,0.0159754,0.771393
1400,2.61465,0.00376458,51086,0.198048,1.05295,0.0166862,0.77951
1500,2.80425,0.0046248,51449,0.203647,1.06259,0.0174889,0.785049
1600,2.9507,0.00369372,51670,0.206888,1.05349,0.0181663,0.788422
1700,3.13069,0.00286695,52066,0.214264,1.03945,0.0185653,0.794464
1800,3.39543,0.00475118,52378,0.221563,1.10449,0.0189385,0.799225
1900,3.61759,0.0052195,52560,0.227661,1.01719,0.0193871,0.802002
1999,3.84063,0.00313893,52857,0.230669,1.05318,0.0199967,0.806534
