step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.000358778,0.00244746,657,0.000178619,0.0356827,0.00977545,0.010025
100,0.0376381,0.000885147,8451,0.00765224,0.570628,0.010795,0.128952
200,0.160978,0.00179787,20844,0.0256211,0.817696,0.0121139,0.318054
300,0.485593,0.000959435,31505,0.0587396,0.889613,0.0135649,0.480728
400,1.16531,0.0050717,39109,0.10134,1.05399,0.0149226,0.596756
500,2.16816,0.000708703,43815,0.135796,1.06481,0.0163506,0.668564
600,3.47188,0.00673686,46650,0.170659,0.962332,0.0175096,0.711823
700,4.92796,0.0078097,48555,0.194367,0.9764,0.0184736,0.740891
800,6.26647,0.00678185,49604,0.210369,0.978565,0.0192409,0.756897
900,7.30559,0.00291852,50253,0.221422,0.977421,0.0200405,0.7668
1000,8.18555,0.0017994,50731,0.229906,1.15951,0.0210758,0.774094
1100,9.00857,0.00676125,51171,0.238156,1.17539,0.0221202,0.780807
1200,9.77821,0.00582313,51705,0.247494,1.07296,0.0231665,0.788956
1300,10.5594,0.00389062,51991,0.253599,1.12834,0.024065,0.79332
1400,11.2655,0.00452591,52331,0.259855,1.14603,0.0249527,0.798508
1500,12.0122,0.00166098,52643,0.26699,1.08811,0.0257527,0.803268
1600,12.7486,0.00494969,52969,0.27339,1.07524,0.0264731,0.808243
1700,13.4153,0.00346295,53191,0.281294,1.12239,0.0272303,0.81163
1800,14.0849,0.00646867,53354,0.282424,1.07685,0.0280097,0.814117
1900,14.7499,0.00653655,53788,0.284319,1.07362,0.02874,0.82074
1999,15.4688,0.00432773,54030,0.29165,1.11209,0.0295169,0.824432
