step,residue_coherence,orientation_alignment,corridor_count
0,0.000113306,0.00232565,0
100,0.0111116,0.0022894,0
200,0.0268912,0.00197776,0
300,0.0581371,0.00160024,0
400,0.128315,0.0027356,0
500,0.308921,0.00141673,1926
600,0.873238,0.00146324,52807
700,2.63943,0.00135918,65536
800,7.42832,0.00135205,65536
900,20.2212,0.00132491,65536
1000,54.7421,0.00132345,65536
1100,148.085,0.00132332,65536
1200,400.55,0.00132328,65536
1300,1083.41,0.00132328,65536
1400,2930.42,0.00132328,65536
1500,7926.26,0.00132328,65536
1600,21439.1,0.00132328,65536
1700,57989.1,0.00132328,65536
1800,156848,0.00132329,65536
1900,424248,0.00132328,65536
1999,1.13615e+06,0.00132328,65536
