step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.0013779,0.000942341,13711,0.00275338,0.0425195,0.00398144,0.209213
100,0.248992,0.0018508,48822,0.152812,0.773177,0.00464417,0.744965
200,0.719954,0.00409387,54530,0.220647,0.925418,0.00521709,0.832062
300,1.2621,0.00304799,54751,0.24999,0.87424,0.00578067,0.835434
400,1.7091,0.00160796,54793,0.266717,1.00328,0.00638954,0.836075
500,2.04351,0.00421493,54841,0.278325,0.928113,0.00697177,0.836807
600,2.29698,0.00181625,54956,0.28602,0.925166,0.00730033,0.838562
700,2.46082,0.00182755,55252,0.291265,0.949549,0.00758075,0.843079
800,2.64944,0.00346248,55471,0.298306,0.96717,0.00763242,0.84642
900,2.8315,0.00224505,55647,0.305343,0.958603,0.00773632,0.849106
1000,3.02516,0.00314813,55865,0.31063,0.972593,0.0078863,0.852432
1100,3.18941,0.00486844,56127,0.316663,1.02088,0.0082497,0.85643
1200,3.35391,0.000312577,56357,0.32029,0.987462,0.00846662,0.85994
1300,3.48537,0.00281487,56578,0.325416,0.979971,0.0087449,0.863312
1400,3.68729,0.00163922,56769,0.331544,1.02018,0.00901955,0.866226
1500,3.88531,0.00275001,56930,0.337541,0.991967,0.00930435,0.868683
1600,4.09835,0.0131951,57219,0.339425,0.994519,0.00962523,0.873093
1700,4.25101,0.00731025,57369,0.34427,1.01048,0.00996842,0.875381
1800,4.40871,0.0119466,57592,0.34961,1.00852,0.0103905,0.878784
1900,4.65217,0.00987921,57845,0.353127,1.05087,0.0106947,0.882645
1999,4.81448,0.0102282,58013,0.355913,1.04354,0.0108876,0.885208
