step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00729181,0.00255454,28473,0.00364549,0.0421307,0.00628145,0.434464
100,5.82708,0.00547653,35208,0.129129,0.649163,0.00685025,0.537231
200,13.6729,0.00418029,34002,0.160881,0.692846,0.00717154,0.518829
300,19.0463,0.00711653,33858,0.176375,0.762881,0.00718273,0.516632
400,22.691,0.0067111,33781,0.184312,0.688758,0.00722083,0.515457
500,25.0821,0.0138366,33794,0.190205,0.752907,0.00746776,0.515656
600,27.0389,0.0128359,33743,0.195283,0.757968,0.00794942,0.514877
700,28.4291,0.00862272,33708,0.198509,0.803619,0.00830047,0.514343
800,30.0728,0.00319693,33759,0.203465,0.796739,0.00860758,0.515121
900,31.5874,0.00416327,33809,0.208488,0.845262,0.00877645,0.515884
1000,33.2237,0.00618323,33864,0.211861,0.790142,0.00908219,0.516724
1100,34.5963,0.00776374,33951,0.214509,0.795036,0.00957236,0.518051
1200,36.4924,0.00594713,33968,0.21739,0.80131,0.00988247,0.518311
1300,37.7236,0.00259,33954,0.219555,0.835402,0.0101787,0.518097
1400,39.2312,0.00125132,34017,0.223806,0.790906,0.010357,0.519058
1500,40.5877,0.00466667,34099,0.224987,0.887921,0.0107299,0.520309
1600,41.9745,0.00977395,34114,0.228146,0.766275,0.0111832,0.520538
1700,44.123,0.00962898,34177,0.231121,0.843846,0.0115548,0.5215
1800,45.8565,0.00505632,34186,0.233026,0.790302,0.0122381,0.521637
1900,47.558,0.00842537,34294,0.235402,0.832945,0.0128078,0.523285
1999,49.3968,0.00985113,25119,0.239,0.844432,0.0132553,0.383286
