step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,6.00966e-06,0.000577461,0,0,0
100,0.000205712,0.000577865,65536,0,0
200,0.000242958,0.000577832,65536,0,0
300,0.000241243,0.000577662,65536,0,0
400,0.000232274,0.000577455,65536,0,0
500,0.00022281,0.000577254,65536,0,0
600,0.000213905,0.000577065,65536,0,0
700,0.00020556,0.000576909,65536,0,0
800,0.000197664,0.000576777,65536,0,0
900,0.000190144,0.000576658,65536,0,0
1000,0.000182963,0.000576561,65536,0,0
1100,0.000176094,0.000576479,65536,0,0
1200,0.000169514,0.00057641,65536,0,0
1300,0.00016321,0.000576354,65536,0,0
1400,0.000157166,0.000576306,65536,0,0
1500,0.00015137,0.000576263,65536,0,0
1600,0.000145808,0.00057623,65536,0,0
1700,0.000140471,0.000576204,65536,0,0
1800,0.000135346,0.000576177,65536,0,0
1900,0.000130427,0.000576151,65536,0,0
1999,0.000125726,0.000575973,65536,0,0
