step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00164455,0.00210708,6860,0.00164348,0.0352219,0.00664679,0.104675
100,0.343813,0.000373891,40538,0.1007,0.892642,0.00802984,0.618561
200,1.22525,0.00291061,49878,0.17504,0.954361,0.00898253,0.761078
300,2.39829,0.0029938,51539,0.21478,1.04183,0.00979031,0.786423
400,3.39991,0.00440225,52284,0.238086,0.980756,0.0104622,0.797791
500,4.28138,0.00399228,52995,0.256693,0.989095,0.0112308,0.80864
600,5.04137,0.00388235,53226,0.269329,0.976874,0.0118822,0.812164
700,5.645,0.00549106,53649,0.279269,1.03338,0.0124504,0.818619
800,6.10853,0.00333621,53941,0.284339,1.07035,0.0130587,0.823074
900,6.51354,0.00235719,54212,0.292256,1.01839,0.0133788,0.827209
1000,6.83624,0.00526913,54379,0.297304,1.02069,0.0137414,0.829758
1100,7.17805,0.00204802,54561,0.302857,1.01462,0.0141168,0.832535
1200,7.51129,0.00701998,54634,0.306465,1.04378,0.0147899,0.833649
1300,7.80686,0.0049582,54827,0.310291,1.09403,0.0154979,0.836594
1400,8.08918,0.00366259,55030,0.316353,1.06407,0.0159772,0.839691
1500,8.47786,0.00550638,55254,0.320298,1.07491,0.0164112,0.843109
1600,8.88169,0.00852469,55521,0.325958,1.09057,0.0168617,0.847183
1700,9.3045,0.0086344,55751,0.330646,1.0991,0.0172527,0.850693
1800,9.6465,0.00750102,55958,0.333986,1.12298,0.0177001,0.853851
1900,9.97574,0.00562153,56167,0.336807,1.07875,0.0181937,0.85704
1999,10.3031,0.0103356,56320,0.340225,1.06731,0.018522,0.859375
