active_fraction,mean_mismatch,max_mismatch,mean_residue,step
0.0146484375,0.019775390625,1.0,0.19946484374999998,0
0.0,0.019354256412109375,1.0,0.1930196870500537,10
0.0009765625,0.019154351836660158,1.0,0.1761549658881245,20
0.0,0.0192883021794475,1.0,0.16108024121547185,30
0.001953125,0.019137565082046948,1.0,0.1476476758219583,40
0.005859375,0.019148543722976755,1.0,0.13514078083243963,50
0.0009765625,0.019023935958681855,1.0,0.12416892843438299,60
0.0009765625,0.018986500633234163,1.0,0.11342041856450447,70
0.001953125,0.019001525668831253,1.0,0.10535949199397257,80
0.001953125,0.018924468505953477,1.0,0.09649869492204477,90
0.0029296875,0.018897462290450764,1.0,0.0898203575531456,100
0.0,0.018842934147758658,1.0,0.08244316434909675,110
0.0009765625,0.018808722274149994,1.0,0.07634048112230035,120
0.0,0.018752710903800193,1.0,0.0714429296950466,130
0.001953125,0.01872115479019374,1.0,0.06573768851042278,140
0.0009765625,0.018680564170110176,1.0,0.06223738897016499,150
0.0,0.01861524803210267,1.0,0.057790437294842484,160
0.001953125,0.018603390175439743,1.0,0.0543301302833594,170
0.0029296875,0.018571723715218015,1.0,0.0513828381698782,180
0.0009765625,0.01852880233709015,0.9940561482765089,0.04834496852123464,190
0.0068359375,0.018487832001540586,0.9940561482765089,0.045621992268500555,200
0.001953125,0.018440460192769882,0.9940561482765089,0.042855056671177005,210
0.005859375,0.018405147710200964,0.9940561482765089,0.04064771441332565,220
0.001953125,0.018386087863248447,0.9940561482765089,0.03869357805201325,230
0.005859375,0.018337852525734034,0.9860747656704193,0.03699034994552028,240
0.001953125,0.01833867667674431,0.9860747656704193,0.035308664883618064,250
0.001953125,0.018300179492384182,0.9860747656704193,0.03381017588620233,260
0.0,0.018267191734752705,0.9860747656704193,0.032795907963817726,270
0.0,0.018214665028210963,0.9860747656704193,0.03087803817611434,280
0.005859375,0.018182071591057898,0.9860747656704193,0.030655046966171832,290
0.0078125,0.018164991726872748,0.9766451537157762,0.029742602761349147,300
0.0029296875,0.018154716854724556,0.9766451537157762,0.02893284287205447,310
0.001953125,0.018072466919324816,0.9766451537157762,0.02776453245743862,320
0.0,0.018049354651241075,0.9766451537157762,0.026679595110892993,330
0.0048828125,0.01806178440798644,0.9766451537157762,0.02667934845413522,340
0.0,0.017994415991888477,0.9766451537157762,0.025417473348864978,350
0.0029296875,0.017952600965890603,0.9610869905151458,0.024956333190792802,360
0.0009765625,0.01790418020125684,0.9610869905151458,0.025213253932590607,370
0.00390625,0.01787468929155868,0.9610869905151458,0.023947427870650115,380
0.001953125,0.017881188862782074,0.9610869905151458,0.024273217861266412,390
0.000244140625,0.01785435829556907,0.9465464455622116,0.023192883648521713,400
0.0,0.017802181394063782,0.9465464455622116,0.02301069795392036,410
0.0,0.01779055613552758,0.9465464455622116,0.022007125851677592,420
0.0009765625,0.017740719420291717,0.9465464455622116,0.022351935585509852,430
0.0009765625,0.017718478751952343,0.9465464455622116,0.02242290374887257,440
0.0,0.01774881280135287,0.931200606008927,0.022325175640108396,450
0.001953125,0.01768121633143549,0.931200606008927,0.022887617818811726,460
0.0029296875,0.01766753409496652,0.931200606008927,0.021551385338480614,470
0.0048828125,0.017612005499701225,0.931200606008927,0.021841538590931193,480
0.001953125,0.01757905723048546,0.931200606008927,0.021240566150311443,490
