step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.58688e-06,0.00245429,0,0,0
100,9.22456e-05,0.00245644,65535,0,0
200,0.000112628,0.00246226,65536,0,0
300,0.00011044,0.00247085,65536,0,0
400,0.000102877,0.00248137,65536,0,0
500,9.60228e-05,0.00249308,65536,0,0
600,9.18591e-05,0.00250544,65536,0,0
700,9.0652e-05,0.00251811,65536,0,0
800,9.20155e-05,0.00253088,65536,0,0
900,9.53383e-05,0.00254365,65536,0,0
1000,9.9959e-05,0.00255629,65536,0,0
1100,0.000105292,0.00256865,65536,0,0
1200,0.000110807,0.00258056,65536,0,0
1300,0.000116039,0.00259189,65536,0,0
1400,0.000120657,0.00260258,65536,0,0
1500,0.000124498,0.00261262,65536,0,0
1600,0.000127553,0.00262196,65536,0,0
1700,0.000129872,0.00263066,65536,0,0
1800,0.000131531,0.00263873,65536,0,0
1900,0.000132598,0.00264621,65536,0,0
1999,0.000133141,0.00265304,65536,0,0
