step,residue_coherence,orientation_alignment,corridor_count
0,5.79744e-05,0.000218485,0
50,0.00254907,0.000225415,0
100,0.00452205,0.000240308,0
150,0.00627947,0.000258489,0
200,0.00802283,0.000278036,0
250,0.00989797,0.000298896,0
300,0.0120204,0.000322848,0
350,0.0144963,0.000352175,0
400,0.0174316,0.000383356,0
450,0.0209434,0.000397505,0
500,0.0251695,0.000362674,0
550,0.0302746,0.000272773,0
600,0.0364648,0.000221334,0
650,0.0439982,0.000276413,0
700,0.0532007,0.000374274,0
750,0.0644966,0.000471482,0
800,0.0784372,0.000498932,0
850,0.0957577,0.000466904,0
900,0.117453,0.000424999,0
950,0.14489,0.000387713,0
999,0.179208,0.000367026,0
