step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00725761,0.000942341,28507,0.00362839,0.0425195,0.00398169,0.434982
100,5.79693,0.000761227,59519,0.128944,0.616096,0.00470863,0.908188
200,21.3897,0.00871541,58581,0.138482,0.719438,0.00571421,0.893875
300,46.9637,0.0113177,58875,0.148969,0.718085,0.00668045,0.898361
400,87.1946,0.00498028,59251,0.158492,0.737962,0.00719986,0.904099
500,136.372,0.0182533,59648,0.16389,0.718445,0.00789522,0.910156
600,192.301,0.0223798,59982,0.17428,0.741336,0.00842322,0.915253
700,255.82,0.0152813,60231,0.178302,0.780879,0.00881507,0.919052
800,340.787,0.0338078,60595,0.182539,0.782725,0.00921547,0.924606
900,436.711,0.0770801,60842,0.187822,0.807319,0.00973127,0.928375
1000,524.615,0.0311138,61078,0.192314,0.877995,0.0103993,0.931976
1100,578.456,0.0407764,61235,0.195634,0.783116,0.0109893,0.934372
1200,659.98,0.0889216,61406,0.19889,0.751185,0.0114111,0.936981
1300,853.504,0.0346675,61572,0.204755,0.795034,0.0118577,0.939514
1400,949.702,0.0306608,61710,0.20612,0.834237,0.012527,0.94162
1500,1141.72,0.0886477,61914,0.210947,0.810555,0.0130223,0.944733
1600,1350.78,0.135426,62073,0.214975,0.812184,0.0135658,0.947159
1700,1518.33,0.0262942,62111,0.217498,0.829781,0.0140509,0.947739
1800,1995.46,0.0447615,62325,0.220346,0.848014,0.014889,0.951004
1900,1935.15,0.0943486,62420,0.22292,0.81376,0.0153428,0.952454
1999,2330.63,0.0262849,62656,0.227335,0.867665,0.0157633,0.956055
