step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57484e-06,0.000577461,0,0,0
100,8.29275e-05,0.000583401,65536,0,0
200,9.76101e-05,0.000595718,65536,0,0
300,0.000103028,0.000609662,65536,0,0
400,0.000112829,0.000623481,65536,0,0
500,0.000126239,0.000636556,65536,0,0
600,0.00013993,0.000648467,65536,0,0
700,0.000151592,0.000659045,65536,0,0
800,0.000160325,0.000668399,65536,0,0
900,0.000166176,0.000676707,65536,0,0
1000,0.000169585,0.000684114,65536,0,0
1100,0.000171052,0.000690778,65536,0,0
1200,0.000171022,0.000696814,65536,0,0
1300,0.000169854,0.00070234,65536,0,0
1400,0.00016783,0.000707452,65536,0,0
1500,0.000165163,0.000712217,65536,0,0
1600,0.000162029,0.000716702,65536,0,0
1700,0.000158551,0.000720944,65536,0,0
1800,0.000154833,0.000724975,65536,0,0
1900,0.000150952,0.000728825,65536,0,0
1999,0.000147007,0.000732471,65536,0,0
