step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00161139,0.00130782,6764,0.00161034,0.0357865,0.0046135,0.10321
100,0.332466,0.000976941,40132,0.0974173,0.767447,0.00475944,0.612366
200,1.16678,0.00175122,49543,0.170529,0.949875,0.00460707,0.755966
300,2.29974,0.00575235,51314,0.2125,0.970003,0.00445815,0.78299
400,3.36318,0.00184778,52114,0.239254,0.940837,0.00446802,0.795197
500,4.27287,0.00172025,52865,0.254494,1.04704,0.00436164,0.806656
600,4.97121,0.00332867,53277,0.266072,1.03777,0.0041633,0.812943
700,5.51036,0.00358214,53610,0.275801,0.991455,0.00436143,0.818024
800,6.013,0.00277495,53879,0.283155,1.04751,0.00470847,0.822128
900,6.34147,0.00558793,54064,0.288055,1.0628,0.00503391,0.824951
1000,6.70263,0.00826496,54302,0.295583,1.07978,0.005274,0.828583
1100,7.12903,0.00554299,54521,0.300905,1.11607,0.00568102,0.831924
1200,7.54344,0.00212312,54804,0.307777,1.0369,0.00633444,0.836243
1300,7.95518,0.00888264,55054,0.31475,1.06074,0.00696726,0.840057
1400,8.45272,0.00164478,55361,0.321247,1.06201,0.00762506,0.844742
1500,8.84234,0.000798204,55509,0.325258,1.08656,0.00815585,0.847
1600,9.11137,0.000398896,55669,0.32752,1.09966,0.00869113,0.849442
1700,9.50109,0.00684521,55896,0.333327,1.08931,0.00907618,0.852905
1800,9.89744,0.00348486,56041,0.337257,1.13834,0.00936137,0.855118
1900,10.2446,0.00862831,56265,0.34097,1.05091,0.00944249,0.858536
1999,10.5725,0.00602181,56451,0.342589,1.09781,0.00958213,0.861374
