step,time,order_parameter,edge_count,avg_degree,candidate_pairs,edge_added,recouple_asymmetry,inadmissible_edge_added,inadmissible_edge_add_fraction,traceability_failures,traceability_failure_fraction,trace_depth_mean
269,13.450000000000001,0.5212925821770492,309,12.36,56,3,0.05357142857142857,0,0.0,0,0.0,0.0
270,13.5,0.5230535205003205,309,12.36,53,2,0.03773584905660377,0,0.0,0,0.0,0.0
271,13.55,0.5247254402414526,311,12.44,53,2,0.03773584905660377,0,0.0,0,0.0,0.0
272,13.600000000000001,0.5264246797833045,310,12.4,53,0,0.0,0,0.0,0,0.0,0.0
273,13.65,0.5281419684351026,312,12.48,54,2,0.037037037037037035,0,0.0,0,0.0,0.0
274,13.700000000000001,0.529878117409803,314,12.56,55,2,0.03636363636363636,0,0.0,0,0.0,0.0
275,13.75,0.5316328165405724,311,12.44,54,1,0.018518518518518517,0,0.0,0,0.0,0.0
276,13.8,0.5332049244731601,308,12.32,56,0,0.0,0,0.0,0,0.0,0.0
277,13.850000000000001,0.5346428631964459,310,12.4,56,2,0.03571428571428571,0,0.0,0,0.0,0.0
278,13.9,0.5360945220576373,309,12.36,53,0,0.0,0,0.0,0,0.0,0.0
279,13.950000000000001,0.537505936771534,312,12.48,56,3,0.05357142857142857,0,0.0,0,0.0,0.0
280,14.0,0.538919126942346,311,12.44,56,1,0.017857142857142856,0,0.0,0,0.0,0.0
281,14.05,0.540245431751137,311,12.44,56,0,0.0,0,0.0,0,0.0,0.0
282,14.100000000000001,0.5415839839560684,313,12.52,57,2,0.03508771929824561,0,0.0,0,0.0,0.0
283,14.15,0.542922114637114,311,12.44,55,0,0.0,0,0.0,0,0.0,0.0
284,14.200000000000001,0.5441637444286066,310,12.4,55,0,0.0,0,0.0,0,0.0,0.0
285,14.25,0.545413218096298,308,12.32,56,0,0.0,0,0.0,0,0.0,0.0
286,14.3,0.5466201929887277,309,12.36,56,1,0.017857142857142856,0,0.0,0,0.0,0.0
287,14.350000000000001,0.547837539410486,310,12.4,57,1,0.017543859649122806,0,0.0,0,0.0,0.0
288,14.4,0.5490563228775333,309,12.36,57,1,0.017543859649122806,0,0.0,0,0.0,0.0
289,14.450000000000001,0.5502287258169598,310,12.4,57,1,0.017543859649122806,0,0.0,0,0.0,0.0
290,14.5,0.5514111385928114,311,12.44,59,1,0.01694915254237288,0,0.0,0,0.0,0.0
291,14.55,0.552602037993289,313,12.52,59,2,0.03389830508474576,0,0.0,0,0.0,0.0
292,14.600000000000001,0.5538024725883419,314,12.56,57,1,0.017543859649122806,0,0.0,0,0.0,0.0
293,14.65,0.5550108585052522,313,12.52,56,0,0.0,0,0.0,0,0.0,0.0
294,14.700000000000001,0.5561734562721158,313,12.52,60,0,0.0,0,0.0,0,0.0,0.0
295,14.75,0.5573429448319409,312,12.48,60,0,0.0,0,0.0,0,0.0,0.0
296,14.8,0.5584624109683656,312,12.48,61,1,0.01639344262295082,0,0.0,0,0.0,0.0
297,14.850000000000001,0.5595363822280768,312,12.48,60,0,0.0,0,0.0,0,0.0,0.0
298,14.9,0.5606149949666859,312,12.48,61,2,0.03278688524590164,0,0.0,0,0.0,0.0
299,14.950000000000001,0.5615951028382952,313,12.52,60,1,0.016666666666666666,0,0.0,0,0.0,0.0
300,15.0,0.5625788169795398,312,12.48,61,0,0.0,0,0.0,0,0.0,0.0
301,15.05,0.5635124406212966,312,12.48,62,3,0.04838709677419355,0,0.0,0,0.0,0.0
302,15.100000000000001,0.5642832089595616,315,12.6,59,3,0.05084745762711865,0,0.0,0,0.0,0.0
303,15.15,0.5650575068193812,313,12.52,57,0,0.0,0,0.0,0,0.0,0.0
304,15.200000000000001,0.5657222918096141,313,12.52,57,2,0.03508771929824561,0,0.0,0,0.0,0.0
305,15.25,0.5662782055035346,317,12.68,55,4,0.07272727272727272,0,0.0,0,0.0,0.0
306,15.3,0.5668354412694471,317,12.68,50,0,0.0,0,0.0,0,0.0,0.0
307,15.350000000000001,0.5673919967247318,319,12.76,50,2,0.04,0,0.0,0,0.0,0.0
308,15.4,0.5679489423274783,318,12.72,50,0,0.0,0,0.0,0,0.0,0.0
309,15.450000000000001,0.5684507763824631,318,12.72,51,1,0.0196078431372549,0,0.0,0,0.0,0.0
310,15.5,0.5688981815714022,319,12.76,50,1,0.02,0,0.0,0,0.0,0.0
311,15.55,0.5693444446677145,319,12.76,50,1,0.02,0,0.0,0,0.0,0.0
312,15.600000000000001,0.5697354679262941,319,12.76,51,0,0.0,0,0.0,0,0.0,0.0
313,15.65,0.5701248798369872,320,12.8,52,1,0.019230769230769232,0,0.0,0,0.0,0.0
314,15.700000000000001,0.5705131436098728,319,12.76,52,1,0.019230769230769232,0,0.0,0,0.0,0.0
315,15.75,0.5707937809125091,319,12.76,52,0,0.0,0,0.0,0,0.0,0.0
316,15.8,0.5710724755587516,321,12.84,52,2,0.038461538461538464,0,0.0,0,0.0,0.0
317,15.850000000000001,0.5713506819251251,322,12.88,51,1,0.0196078431372549,0,0.0,0,0.0,0.0
318,15.9,0.5716277886787001,322,12.88,50,1,0.02,0,0.0,0,0.0,0.0
319,15.950000000000001,0.5718495974082048,322,12.88,51,0,0.0,0,0.0,0,0.0,0.0
320,16.0,0.5720693363312495,322,12.88,53,0,0.0,0,0.0,0,0.0,0.0
321,16.05,0.5722870162368828,324,12.96,53,2,0.03773584905660377,0,0.0,0,0.0,0.0
322,16.1,0.5725027078361921,325,13.0,52,1,0.019230769230769232,0,0.0,0,0.0,0.0
323,16.150000000000002,0.5727167977633739,326,13.04,54,1,0.018518518518518517,0,0.0,0,0.0,0.0
324,16.2,0.572929100580822,326,13.04,54,0,0.0,0,0.0,0,0.0,0.0
325,16.25,0.5731393403742732,326,13.04,55,0,0.0,0,0.0,0,0.0,0.0
326,16.3,0.5733475234840418,327,13.08,55,1,0.01818181818181818,0,0.0,0,0.0,0.0
327,16.35,0.5735542134546934,328,13.12,57,1,0.017543859649122806,0,0.0,0,0.0,0.0
328,16.400000000000002,0.5737588152926099,328,13.12,56,0,0.0,0,0.0,0,0.0,0.0
329,16.45,0.5739613298642681,329,13.16,58,1,0.017241379310344827,0,0.0,0,0.0,0.0
330,16.5,0.5741617910554593,332,13.28,57,3,0.05263157894736842,0,0.0,0,0.0,0.0
331,16.55,0.574362331326424,333,13.32,56,1,0.017857142857142856,0,0.0,0,0.0,0.0
332,16.6,0.5745617849712016,332,13.28,56,0,0.0,0,0.0,0,0.0,0.0
333,16.650000000000002,0.5747082362228122,334,13.36,55,2,0.03636363636363636,0,0.0,0,0.0,0.0
334,16.7,0.5748535365655147,334,13.36,53,0,0.0,0,0.0,0,0.0,0.0
335,16.75,0.5749965344056122,334,13.36,55,0,0.0,0,0.0,0,0.0,0.0
336,16.8,0.5751372410350613,334,13.36,57,0,0.0,0,0.0,0,0.0,0.0
337,16.85,0.575275666677938,338,13.52,58,4,0.06896551724137931,0,0.0,0,0.0,0.0
338,16.900000000000002,0.5754122495234985,339,13.56,55,1,0.01818181818181818,0,0.0,0,0.0,0.0
339,16.95,0.5755468890422988,340,13.6,54,1,0.018518518518518517,0,0.0,0,0.0,0.0
340,17.0,0.5756794546332765,340,13.6,55,0,0.0,0,0.0,0,0.0,0.0
341,17.05,0.5758098353746937,341,13.64,57,1,0.017543859649122806,0,0.0,0,0.0,0.0
342,17.1,0.5759392647229082,341,13.64,57,0,0.0,0,0.0,0,0.0,0.0
343,17.150000000000002,0.576066481227599,343,13.72,57,2,0.03508771929824561,0,0.0,0,0.0,0.0
344,17.2,0.5761924492642269,342,13.68,56,0,0.0,0,0.0,0,0.0,0.0
345,17.25,0.5762651872160901,344,13.76,56,2,0.03571428571428571,0,0.0,0,0.0,0.0
346,17.3,0.5763363084775251,345,13.8,55,1,0.01818181818181818,0,0.0,0,0.0,0.0
347,17.35,0.5764066596599989,346,13.84,54,1,0.018518518518518517,0,0.0,0,0.0,0.0
348,17.400000000000002,0.5764749465070199,346,13.84,55,0,0.0,0,0.0,0,0.0,0.0
349,17.45,0.5765410366702252,348,13.92,56,2,0.03571428571428571,0,0.0,0,0.0,0.0
350,17.5,0.5766078040671195,350,14.0,55,2,0.03636363636363636,0,0.0,0,0.0,0.0
351,17.55,0.5766731108822832,350,14.0,53,0,0.0,0,0.0,0,0.0,0.0
352,17.6,0.5767360997981209,351,14.04,53,1,0.018867924528301886,0,0.0,0,0.0,0.0
353,17.650000000000002,0.5767968406931028,352,14.08,52,1,0.019230769230769232,0,0.0,0,0.0,0.0
354,17.7,0.5768561308137853,353,14.12,51,1,0.0196078431372549,0,0.0,0,0.0,0.0
355,17.75,0.5769143312366137,353,14.12,50,0,0.0,0,0.0,0,0.0,0.0
356,17.8,0.5769702119634398,354,14.16,53,1,0.018867924528301886,0,0.0,0,0.0,0.0
357,17.85,0.5770241617864394,355,14.2,53,1,0.018867924528301886,0,0.0,0,0.0,0.0
358,17.900000000000002,0.5770768465852089,356,14.24,52,1,0.019230769230769232,0,0.0,0,0.0,0.0
359,17.95,0.5771285692275531,357,14.28,51,1,0.0196078431372549,0,0.0,0,0.0,0.0
360,18.0,0.5771780029976211,358,14.32,50,1,0.02,0,0.0,0,0.0,0.0
361,18.05,0.5772290657883921,359,14.36,50,1,0.02,0,0.0,0,0.0,0.0
362,18.1,0.577278260153694,359,14.36,49,0,0.0,0,0.0,0,0.0,0.0
363,18.150000000000002,0.5773249772105296,360,14.4,51,1,0.0196078431372549,0,0.0,0,0.0,0.0
364,18.2,0.577370553081261,360,14.4,50,0,0.0,0,0.0,0,0.0,0.0
365,18.25,0.5774136853992342,361,14.44,52,1,0.019230769230769232,0,0.0,0,0.0,0.0
366,18.3,0.5774551433440122,364,14.56,51,3,0.058823529411764705,0,0.0,0,0.0,0.0
367,18.35,0.5774965875664779,365,14.6,51,1,0.0196078431372549,0,0.0,0,0.0,0.0
368,18.400000000000002,0.5775356148415519,366,14.64,50,1,0.02,0,0.0,0,0.0,0.0
369,18.45,0.5775734340644512,366,14.64,50,0,0.0,0,0.0,0,0.0,0.0
370,18.5,0.5776087117406882,368,14.72,50,2,0.04,0,0.0,0,0.0,0.0
371,18.55,0.57764400513916,369,14.76,49,1,0.02040816326530612,0,0.0,0,0.0,0.0
372,18.6,0.5776775194733451,372,14.88,48,3,0.0625,0,0.0,0,0.0,0.0
373,18.650000000000002,0.5777093853064166,377,15.08,48,5,0.10416666666666667,0,0.0,0,0.0,0.0
374,18.7,0.5777407211096446,378,15.12,44,1,0.022727272727272728,0,0.0,0,0.0,0.0
375,18.75,0.5777699895378867,380,15.2,45,2,0.044444444444444446,0,0.0,0,0.0,0.0
376,18.8,0.5777980078242905,381,15.24,44,1,0.022727272727272728,0,0.0,0,0.0,0.0
377,18.85,0.5778234938492837,381,15.24,43,0,0.0,0,0.0,0,0.0,0.0
378,18.900000000000002,0.5778459883590527,381,15.24,44,0,0.0,0,0.0,0,0.0,0.0
379,18.95,0.5778655170421575,386,15.44,45,5,0.1111111111111111,0,0.0,0,0.0,0.0
380,19.0,0.5778840422551887,387,15.48,40,1,0.025,0,0.0,0,0.0,0.0
381,19.05,0.5778999950809367,387,15.48,40,0,0.0,0,0.0,0,0.0,0.0
382,19.1,0.577912870236443,389,15.56,41,3,0.07317073170731707,0,0.0,0,0.0,0.0
383,19.150000000000002,0.5778694473972562,390,15.6,38,1,0.02631578947368421,0,0.0,0,0.0,0.0
384,19.200000000000003,0.5778232820793225,392,15.68,37,2,0.05405405405405406,0,0.0,0,0.0,0.0
385,19.25,0.5777756305332962,392,15.68,36,0,0.0,0,0.0,0,0.0,0.0
386,19.3,0.5777250828200556,395,15.8,37,3,0.08108108108108109,0,0.0,0,0.0,0.0
387,19.35,0.5776742076234382,395,15.8,36,0,0.0,0,0.0,0,0.0,0.0
388,19.400000000000002,0.5776204160105918,396,15.84,36,1,0.027777777777777776,0,0.0,0,0.0,0.0
389,19.450000000000003,0.5775642154114571,396,15.84,35,0,0.0,0,0.0,0,0.0,0.0
390,19.5,0.5775051213785135,396,15.84,36,0,0.0,0,0.0,0,0.0,0.0
391,19.55,0.577443157012066,396,15.84,37,0,0.0,0,0.0,0,0.0,0.0
392,19.6,0.5773783438200577,397,15.88,37,1,0.02702702702702703,0,0.0,0,0.0,0.0
393,19.650000000000002,0.577312022372655,399,15.96,37,2,0.05405405405405406,0,0.0,0,0.0,0.0
394,19.700000000000003,0.5772443061256398,401,16.04,35,2,0.05714285714285714,0,0.0,0,0.0,0.0
395,19.75,0.5771745910961604,402,16.08,34,1,0.029411764705882353,0,0.0,0,0.0,0.0
396,19.8,0.5771019387406506,402,16.08,33,0,0.0,0,0.0,0,0.0,0.0
397,19.85,0.5770263744856596,403,16.12,34,1,0.029411764705882353,0,0.0,0,0.0,0.0
398,19.900000000000002,0.5769493316965963,403,16.12,34,0,0.0,0,0.0,0,0.0,0.0
399,19.950000000000003,0.5768694011083833,404,16.16,34,1,0.029411764705882353,0,0.0,0,0.0,0.0
