step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57491e-06,0.0013481,0,0,0
100,7.70188e-05,0.00134549,65536,0,0
200,0.000100414,0.00132164,65536,0,0
300,0.000124626,0.0012774,65536,0,0
400,0.000148316,0.00122246,65536,0,0
500,0.000166463,0.00116535,65536,0,0
600,0.00017809,0.00111008,65536,0,0
700,0.000184357,0.00105787,65536,0,0
800,0.00018677,0.001009,65536,0,0
900,0.000186563,0.000963519,65536,0,0
1000,0.000184616,0.000921456,65536,0,0
1100,0.000181526,0.000882864,65536,0,0
1200,0.000177698,0.000847687,65536,0,0
1300,0.0001734,0.000815874,65536,0,0
1400,0.000168816,0.000787288,65536,0,0
1500,0.000164073,0.000761759,65536,0,0
1600,0.000159257,0.000739108,65536,0,0
1700,0.000154429,0.000719084,65536,0,0
1800,0.000149631,0.000701482,65536,0,0
1900,0.000144896,0.000686074,65536,0,0
1999,0.000140287,0.000672764,65536,0,0
