step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57133e-06,0.00263424,0,0,0
100,8.27778e-05,0.00266911,65536,0,0
200,9.74992e-05,0.00274732,65536,0,0
300,0.000102903,0.00284623,65536,0,0
400,0.000112477,0.00295442,65536,0,0
500,0.000125566,0.00306418,65536,0,0
600,0.000138941,0.00317097,65536,0,0
700,0.000150354,0.00327177,65536,0,0
800,0.000158911,0.00336526,65536,0,0
900,0.000164644,0.00345106,65536,0,0
1000,0.000167987,0.00352925,65536,0,0
1100,0.000169435,0.00360018,65536,0,0
1200,0.000169419,0.00366431,65536,0,0
1300,0.000168294,0.00372228,65536,0,0
1400,0.00016633,0.00377454,65536,0,0
1500,0.000163744,0.00382173,65536,0,0
1600,0.000160694,0.00386432,65536,0,0
1700,0.000157308,0.00390281,65536,0,0
1800,0.000153685,0.00393766,65536,0,0
1900,0.000149895,0.00396926,65536,0,0
1999,0.000146044,0.00399764,65536,0,0
