step,residue_coherence,orientation_alignment,corridor_count
0,3.11531e-06,0.00170499,0
100,0.00015278,0.00180374,0
200,0.00020069,0.00198921,0
300,0.000249536,0.00219326,0
400,0.000296466,0.00238996,0
500,0.00033218,0.00257411,0
600,0.000355028,0.00274695,0
700,0.000367355,0.00290953,0
800,0.000372125,0.00306214,0
900,0.000371757,0.00320479,0
1000,0.000367971,0.00333736,0
1100,0.000361933,0.00345979,0
1200,0.00035443,0.00357228,0
1300,0.000345994,0.00367524,0
1400,0.000336985,0.00376912,0
1500,0.000327644,0.0038545,0
1600,0.000318149,0.00393207,0
1700,0.000308613,0.00400246,0
1800,0.000299134,0.0040663,0
1900,0.000289759,0.00412415,0
1999,0.000280633,0.00417614,0
