continuation_mismatch_mean,phase_error_mean,signal_x_mean,frequency_drift_mean,rejection_rate,hold_rate,reinforce_rate,survival_metrics,trajectory_alignment,phase_locking_value,frames_logged
0.06900478067786446,0.4579435886244015,0.8176020183643251,1.0836423331395593,0.0,0.495,0.505,0.505,0.5420564113755986,0.5420564113755986,200
