step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00274435,0.00130782,13636,0.00274354,0.0357865,0.0046135,0.208069
100,0.889177,0.00427769,51216,0.174868,0.848249,0.00493016,0.781494
200,2.7901,0.00401565,55162,0.239053,0.948104,0.00475166,0.841705
300,4.51154,0.00273869,54718,0.26888,0.982459,0.00420281,0.83493
400,5.79685,0.00314389,54650,0.288504,0.98471,0.00405928,0.833893
500,6.81661,0.00204003,54864,0.302213,1.013,0.0040666,0.837158
600,7.62492,0.00757193,55201,0.311813,1.00597,0.00399409,0.8423
700,8.42587,0.00763141,55557,0.323041,1.05792,0.00397713,0.847733
800,9.03839,0.00736842,55733,0.328195,1.01145,0.00400278,0.850418
900,9.56292,0.0037206,55897,0.335326,1.05344,0.00401702,0.852921
1000,10.0335,0.01303,56107,0.341522,1.01773,0.0041775,0.856125
1100,10.4842,0.00669833,56269,0.347419,1.04501,0.00428736,0.858597
1200,11.0328,0.00227131,56486,0.353266,1.11044,0.00447222,0.861908
1300,11.6117,0.00694529,56726,0.356825,1.09365,0.00455024,0.86557
1400,11.9938,0.00433316,56934,0.360672,1.03494,0.00460416,0.868744
1500,12.5077,0.0066761,57168,0.366029,1.10619,0.00457853,0.872314
1600,13.0785,0.0076929,57359,0.368618,1.09032,0.0044611,0.875229
1700,13.6208,0.00563402,57547,0.374047,1.08356,0.00431547,0.878098
1800,13.9873,0.0130066,57664,0.37623,1.07045,0.00413748,0.879883
1900,14.393,0.0126151,57776,0.379585,1.10037,0.00424161,0.881592
1999,14.7526,0.00910281,57881,0.3818,1.1159,0.00419351,0.883194
