continuation_mismatch_mean,phase_error_mean,signal_x_mean,frequency_drift_mean,rejection_rate,hold_rate,reinforce_rate,survival_metrics,trajectory_alignment,phase_locking_value,frames_logged
0.054250685572624205,0.4987168341875076,0.8177527414493553,0.044302749116143916,0.0,0.56,0.44,0.44,0.5012831658124923,0.5012831658124923,100
