step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57088e-06,0.000550071,0,0,0
100,7.66192e-05,0.000530796,65536,0,0
200,0.000100194,0.000505919,65536,0,0
300,0.00012497,0.000493808,65536,0,0
400,0.000149146,0.000495811,65536,0,0
500,0.000167638,0.000508819,65536,0,0
600,0.00017947,0.000528275,65536,0,0
700,0.000185829,0.00055044,65536,0,0
800,0.000188252,0.00057293,65536,0,0
900,0.000188001,0.000594409,65536,0,0
1000,0.000185976,0.000614253,65536,0,0
1100,0.00018279,0.000632249,65536,0,0
1200,0.000178857,0.000648404,65536,0,0
1300,0.000174452,0.000662844,65536,0,0
1400,0.000169762,0.000675719,65536,0,0
1500,0.000164919,0.000687199,65536,0,0
1600,0.000160009,0.000697456,65536,0,0
1700,0.000155093,0.000706625,65536,0,0
1800,0.000150213,0.000714847,65536,0,0
1900,0.000145403,0.000722212,65536,0,0
1999,0.000140729,0.000728776,65536,0,0
