mean_x,std_x,crossing_fraction,onset_count,step,time
0.00020944858193081318,0.04832042110908653,0.0,0,0,0.0
-0.006325121879382539,0.147852623230001,0.0,0,10,0.1
0.0012994266343322005,0.19389075296510602,0.0,0,20,0.2
-0.005686618259409983,0.20555750348849416,0.0,0,30,0.3
-0.010780132922266508,0.2298835941700017,0.0,0,40,0.4
-0.008059693028983374,0.2338122632387217,0.0,0,50,0.5
-0.0038621519283045967,0.24195742096273937,0.0,0,60,0.6
0.004553542034928881,0.2363764282870365,0.0,0,70,0.7000000000000001
0.005426223573847967,0.24106238324683346,0.0,0,80,0.8
0.005642841402054043,0.247534014765008,0.0,0,90,0.9
0.010529206538568857,0.23720012551600075,0.0,0,100,1.0
0.005821783753863271,0.2364144481910244,0.0,0,110,1.1
0.0120728541617734,0.2474204179740196,0.0,0,120,1.2
0.015490751039831425,0.24837165222158655,0.0,0,130,1.3
0.015449266464741348,0.2513123557699847,0.0,0,140,1.4000000000000001
0.010272765047416747,0.24864087965562454,0.0,0,150,1.5
0.0031990296247068023,0.23906324072584526,0.0,0,160,1.6
0.0004249300732960894,0.24517007507327074,0.0,0,170,1.7
-0.0031319069147873256,0.24360422303573986,0.0,0,180,1.8
0.0023945707294742644,0.2437285332972579,0.0,0,190,1.9000000000000001
-0.005992210673064503,0.238878195314,0.0,0,200,2.0
-0.00900082348856628,0.24254154387833127,0.0,0,210,2.1
-0.011568013966186137,0.23752832512731042,0.0,0,220,2.2
-0.012389521685563452,0.23288899241103553,0.0,0,230,2.3000000000000003
0.0005981577797678197,0.2318139256868242,0.0,0,240,2.4
-0.006488794943650863,0.23276987161765747,0.0,0,250,2.5
-0.010387996397785685,0.2337375527427144,0.0,0,260,2.6
-0.016341426610104095,0.2366016818663882,0.0,0,270,2.7
-0.010606600617859976,0.2467816246571669,0.0,0,280,2.8000000000000003
-0.007220395429771946,0.25242165586901205,0.0,0,290,2.9
-0.002113832971199435,0.2506420650673802,0.0,0,300,3.0
-0.00842641790111305,0.2547213816112033,0.0,0,310,3.1
-0.010672256263140126,0.25973797310048974,0.0,0,320,3.2
-0.025529562155545242,0.2652207820324299,0.0,0,330,3.3000000000000003
-0.03446484479492183,0.2632664220953848,0.0,0,340,3.4
-0.033770372029402806,0.2552948899313843,0.0,0,350,3.5
-0.02858854281117228,0.23847689463161725,0.0,0,360,3.6
-0.021514857956504443,0.24438025328009588,0.0,0,370,3.7
-0.023551731380565863,0.24324742209146544,0.0,0,380,3.8000000000000003
-0.03435878219777433,0.24267877799448498,0.0,0,390,3.9
-0.025135420973293472,0.23788088843686453,0.0,0,400,4.0
-0.020750607169923527,0.24865675129298925,0.0,0,410,4.1
-0.008722743097051237,0.2549506037879158,0.0,0,420,4.2
-0.014392704125900196,0.2514968108284148,0.0,0,430,4.3
-0.013971594042121142,0.25920484282831296,0.0,0,440,4.4
-0.01068931397236249,0.25339116534550493,0.0,0,450,4.5
-0.010993803890859247,0.2583710918597992,0.0,0,460,4.6000000000000005
-0.00923075853291112,0.2552007088238716,0.0,0,470,4.7
-0.01913130130598401,0.2530411204985579,0.0,0,480,4.8
-0.020073206734896355,0.24302114670198685,0.0,0,490,4.9
-0.018505834648054602,0.25227608690858483,0.0,0,500,5.0
-0.010913554394682716,0.24823053474470605,0.0,0,510,5.1000000000000005
0.0012549511985031408,0.23540100860057897,0.0,0,520,5.2
0.006830385245673072,0.24077390162193668,0.0,0,530,5.3
0.014187405462013209,0.245006158762604,0.0,0,540,5.4
0.002098743974633582,0.24753033082617423,0.0,0,550,5.5
-0.0014384370785993435,0.23519875160789416,0.0,0,560,5.6000000000000005
0.0010348994907803525,0.24332465826646427,0.0,0,570,5.7
-0.0011160323410320965,0.24620840181452266,0.0,0,580,5.8
0.005989542337594502,0.25531919630398264,0.0,0,590,5.9
0.0055449650216570735,0.2479623866411123,0.0,0,600,6.0
0.0037320632331016264,0.24901233189896463,0.0,0,610,6.1000000000000005
-0.003546437661913969,0.24782260921099084,0.0,0,620,6.2
-0.006282450689013105,0.2506621891911634,0.0,0,630,6.3
0.0032208068161459318,0.24138697924932012,0.0,0,640,6.4
0.0057856145662077444,0.24416048699111662,0.0,0,650,6.5
0.004196233730782805,0.23804290094458244,0.0,0,660,6.6000000000000005
0.0003999087756491892,0.24708933372627953,0.0,0,670,6.7
-0.001060597185704025,0.23051419749464244,0.0,0,680,6.8
-0.0004252605333084438,0.23620323159758486,0.0,0,690,6.9
-0.007767589370459254,0.24153816031681208,0.0,0,700,7.0
0.00046907471954841373,0.2486214675496914,0.0,0,710,7.1000000000000005
0.015004007769885518,0.24864196976725814,0.0,0,720,7.2
0.008077143634803902,0.23618005720493898,0.0,0,730,7.3
0.014101537216638994,0.24387860479309248,0.0,0,740,7.4
0.006603649390511608,0.24021968332049032,0.0,0,750,7.5
0.0002534187766899443,0.2542250093827892,0.0,0,760,7.6000000000000005
-0.005416356117652194,0.24309312535305333,0.0,0,770,7.7
-0.0034333823861259303,0.2459132707244058,0.0,0,780,7.8
-0.009853157712805054,0.24044730064946793,0.0,0,790,7.9
-0.00324354899498116,0.23559142288251567,0.0,0,800,8.0
-0.0071511203636477495,0.23796022866163347,0.0,0,810,8.1
-0.005508327604012837,0.25117557784565586,0.0,0,820,8.2
-0.011017383619804283,0.2449233473422037,0.0,0,830,8.3
-0.003666197817862015,0.243863384308134,0.0,0,840,8.4
-0.005532511984476825,0.2383421609832076,0.0,0,850,8.5
0.00619729526065291,0.24358952300696532,0.0,0,860,8.6
0.016700611908899054,0.25482296660666576,0.0,0,870,8.700000000000001
0.010032470228324833,0.2539228745685292,0.0,0,880,8.8
-0.0021577026077344587,0.24943286588801591,0.0,0,890,8.9
-0.006585022157180633,0.24678009153851366,0.0,0,900,9.0
-0.004310657604794702,0.24569590561628793,0.0,0,910,9.1
-0.006055977743853377,0.24509089404223414,0.0,0,920,9.200000000000001
-0.007146150412883731,0.24695476966500382,0.0,0,930,9.3
-0.022024830425399742,0.2480333819692965,0.0,0,940,9.4
-0.016797624595670604,0.24650768031664524,0.0,0,950,9.5
-0.016555768879965585,0.24587638027928851,0.0,0,960,9.6
-0.007033526001064974,0.24370896682564075,0.0,0,970,9.700000000000001
-0.00139101888217556,0.24084143671025723,0.0,0,980,9.8
0.010075701609306405,0.24272375762744025,0.0,0,990,9.9
0.0035781685058687554,0.24910971901266515,0.0,0,1000,10.0
0.003192488229845786,0.251649473916439,0.0,0,1010,10.1
-0.002116842437657688,0.2515681109305054,0.0,0,1020,10.200000000000001
0.005085873965906743,0.25658003769360566,0.0,0,1030,10.3
0.0048399258895688675,0.25468864178742073,0.0,0,1040,10.4
0.0052105021382277735,0.2481122877836723,0.0,0,1050,10.5
-0.0003201127415689573,0.2548265185742626,0.0,0,1060,10.6
0.0016979019591366268,0.25765862982036103,0.0,0,1070,10.700000000000001
0.00974567507462239,0.25480490127024985,0.0,0,1080,10.8
0.008412804627376867,0.23944299546779835,0.0,0,1090,10.9
0.0035943982799626676,0.24354407511872722,0.0,0,1100,11.0
0.0016322226232454305,0.25654776118952005,0.0,0,1110,11.1
-0.0013575743590749562,0.26736441039586395,0.0,0,1120,11.200000000000001
-0.007173915613267662,0.2593854184258495,0.0,0,1130,11.3
-0.006782515079421314,0.249380146432943,0.0,0,1140,11.4
-0.003085414786713731,0.24616858933548746,0.0,0,1150,11.5
0.006742662852150629,0.25746383460271055,0.0,0,1160,11.6
0.006311290744055547,0.2652398577956827,0.0,0,1170,11.700000000000001
0.0058952198154792745,0.2655331877324064,0.0,0,1180,11.8
0.00498706582821783,0.2621465437024027,0.0,0,1190,11.9
0.00831351813832451,0.26489752582774584,0.0,0,1200,12.0
0.010084110816200057,0.2659440654050739,0.0,0,1210,12.1
0.012360943671415872,0.2502739040565794,0.0,0,1220,12.200000000000001
0.004293177658725741,0.24475096614600028,0.0,0,1230,12.3
0.004887005074290098,0.2391654733029863,0.0,0,1240,12.4
0.005673619173943074,0.24277035735454378,0.0,0,1250,12.5
0.020158493515378552,0.24785625795604643,0.0,0,1260,12.6
0.010725325479878926,0.23790204693296402,0.0,0,1270,12.700000000000001
0.0031503364438312913,0.24019757859922478,0.0,0,1280,12.8
0.013064016686804727,0.24856640028716012,0.0,0,1290,12.9
0.016308722366623694,0.25283113733580126,0.0,0,1300,13.0
0.012673850394848639,0.25728212928389504,0.0,0,1310,13.1
0.00518311015496462,0.25306715099161325,0.0,0,1320,13.200000000000001
-0.0005967423927164219,0.25826331455748275,0.0,0,1330,13.3
0.005203236933190608,0.2541252389429393,0.0,0,1340,13.4
0.009810099490004982,0.26264814207235826,0.0,0,1350,13.5
0.018590385415920483,0.2598658028925699,0.0,0,1360,13.6
0.018290238639443287,0.2512532285933697,0.0,0,1370,13.700000000000001
0.0074142717613359275,0.24256783425321546,0.0,0,1380,13.8
0.005089579800400894,0.24824895477600198,0.0,0,1390,13.9
-0.002984243192917524,0.25174928131547003,0.0,0,1400,14.0
0.0069660862222621,0.2455585107898734,0.0,0,1410,14.1
0.01105570641549839,0.25642865886981114,0.0,0,1420,14.200000000000001
0.011704868559136859,0.2493889246457055,0.0,0,1430,14.3
0.021723927538441722,0.2541087748925159,0.0,0,1440,14.4
0.009902509356325662,0.24695396550882132,0.0,0,1450,14.5
0.02013885079320437,0.2437364072653133,0.0,0,1460,14.6
0.020340216187153436,0.2358884366839489,0.0,0,1470,14.700000000000001
0.02678454191170611,0.23282538947933812,0.0,0,1480,14.8
0.013912456415490547,0.24239138306945762,0.0,0,1490,14.9
-0.0007849216981415741,0.2536395532526757,0.0,0,1500,15.0
-0.0024412039425481453,0.24443103395702825,0.0,0,1510,15.1
-0.005964483567974618,0.24330403971889172,0.0,0,1520,15.200000000000001
-0.0051347996289159105,0.2447404324764004,0.0,0,1530,15.3
0.007298220031549459,0.24650041384298654,0.0,0,1540,15.4
-0.002919950983287186,0.24705197692752756,0.0,0,1550,15.5
-0.016802370905363916,0.24840152340047358,0.0,0,1560,15.6
-0.0010544806313302268,0.23449562221117184,0.0,0,1570,15.700000000000001
-0.003366670420817157,0.24810647727768678,0.0,0,1580,15.8
-0.009930117455904015,0.24925677042750244,0.0,0,1590,15.9
0.0027421992552669663,0.24662593550087236,0.0,0,1600,16.0
-0.0028008935395787103,0.2492371737928907,0.0,0,1610,16.1
-0.003580643775078954,0.25312898639751485,0.0,0,1620,16.2
-0.004954514410205782,0.26003684579025993,0.0,0,1630,16.3
-0.002362777618118354,0.24691101267599708,0.0,0,1640,16.4
-0.0084143424770228,0.25479905596185654,0.0,0,1650,16.5
-0.0192837536463478,0.25387340801654,0.0,0,1660,16.6
-0.02784031475115789,0.2530295167881017,0.0,0,1670,16.7
