step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,9.44008e-05,0.00210708,684,0.000185651,0.0182429,0.00664679,0.010437
100,0.00871886,0.00186631,6356,0.00614846,0.456467,0.0075985,0.0969849
200,0.0223716,0.000878528,14523,0.0138531,0.604956,0.00843331,0.221603
300,0.040292,0.000548916,20965,0.022164,0.627326,0.00916445,0.319901
400,0.063875,0.00209262,26506,0.0320705,0.741406,0.00992743,0.404449
500,0.0939236,0.0011102,31431,0.0446364,0.647967,0.0106853,0.479599
600,0.128924,0.00188506,35559,0.0574945,0.784222,0.0115337,0.542587
700,0.175497,0.00171276,39022,0.0731103,0.808344,0.0122094,0.595428
800,0.215993,0.00162539,41300,0.0819933,0.817133,0.0128062,0.630188
900,0.256688,0.0050683,43092,0.0917704,0.856801,0.013473,0.657532
1000,0.296363,0.00229286,44505,0.101685,0.861518,0.0140934,0.679092
1100,0.338347,0.00231368,45977,0.110241,0.895771,0.0147842,0.701553
1200,0.371952,0.00153083,47065,0.115323,0.869463,0.0153855,0.718155
1300,0.404522,0.00137199,47788,0.121214,0.875621,0.0160198,0.729187
1400,0.445518,0.0020538,48248,0.130734,0.863967,0.0164541,0.736206
1500,0.488265,0.00381209,48918,0.13593,0.990314,0.0170055,0.746429
1600,0.512774,0.00441795,49543,0.138667,0.940084,0.017744,0.755966
1700,0.542932,0.00462231,49828,0.144334,0.913307,0.0184592,0.760315
1800,0.588626,0.00175224,50402,0.152545,1.00947,0.0191724,0.769073
1900,0.632502,0.00118957,50902,0.158975,0.902819,0.0197494,0.776703
1999,0.681064,0.00161809,51299,0.164259,0.893799,0.0203142,0.782761
