step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.5717e-06,0.00129529,0,0,0
100,8.28495e-05,0.00131025,65528,0,0
200,9.7744e-05,0.00134339,65535,0,0
300,0.000103411,0.00138462,65536,0,0
400,0.000113315,0.00142859,65536,0,0
500,0.000126694,0.00147221,65536,0,0
600,0.000140305,0.00151351,65536,0,0
700,0.000151884,0.00155115,65536,0,0
800,0.000160544,0.00158451,65536,0,0
900,0.000166334,0.00161352,65536,0,0
1000,0.000169692,0.00163835,65536,0,0
1100,0.000171116,0.00165937,65536,0,0
1200,0.000171048,0.00167697,65536,0,0
1300,0.000169851,0.00169156,65536,0,0
1400,0.000167803,0.00170353,65536,0,0
1500,0.000165118,0.00171325,65536,0,0
1600,0.000161966,0.00172103,65536,0,0
1700,0.000158475,0.00172719,65536,0,0
1800,0.000154748,0.00173196,65536,0,0
1900,0.000150858,0.00173556,65536,0,0
1999,0.00014691,0.00173817,65536,0,0
