x_mean,x_rms,p_rms,order_parameter,local_coherence_mean,residue_mean,mismatch_mean,step,time
0.0010815202254853276,0.4896250446309753,0.4677116573620717,0.014861182819270055,0.00022085475478776735,0.0004481806732196051,0.008966598292676818,0,0.0
-0.02121732971672676,0.6903191325712794,0.44167115861493617,0.013068052973316504,0.00017077400851340862,0.05404922918374163,0.0986316854423268,10,1.0
-0.04141206899527708,0.9992443116841901,0.37799278214620374,0.011275901738581567,7.43406993719522e-05,0.19633463296153722,0.18829591830408712,20,2.0
-0.0574999966687917,1.2663595324257397,0.286985742202791,0.009758325831340772,-7.765693370968668e-05,0.4264218345205188,0.27796079212444647,30,3.0
-0.06788568199437855,1.4345604278713353,0.19217466172493666,0.009155252646406318,6.801222435756363e-05,0.7434385448516334,0.3676266017504829,40,4.0
-0.07153918239746329,1.4783906480604703,0.15544636332046827,0.010515156171781084,0.00017839582055205656,1.1465171263286436,0.4572872172250062,50,5.0
-0.06809818229784298,1.3918699699632888,0.2213532501106685,0.014090319639269131,0.00031929765231276865,1.6347988033169467,0.5469468624929978,60,6.0
-0.0579039237420043,1.1870216379483092,0.319100964795878,0.019341796770508343,0.0005092757873262568,2.2074294154825918,0.6365955993947202,70,7.0
-0.041967365621107214,0.8973049221590478,0.4027553230717323,0.02579822156437524,0.0006006006710493875,2.8635582659405316,0.726231778177393,80,8.0
-0.021868927445971558,0.5994247557225328,0.45474878645763445,0.03346717711761752,0.001120051944221983,3.602336371147886,0.8158389384253169,90,9.0
0.00039823996744790867,0.4939176318011685,0.4672600986900953,0.042590139678118685,0.0018139199978016581,4.422899558370662,0.9053936177801816,100,10.0
0.022625914144076133,0.7097283593748315,0.4385841174558059,0.0534313335042275,0.0028549074000399823,5.32436868354859,0.994865994302123,110,11.0
0.042609789131236024,1.0188733559519005,0.37271593863692004,0.06630377620304836,0.004340008786485137,6.305834074816489,1.084208199186702,120,12.0
0.05836807528081161,1.2807793603493536,0.2805136100752891,0.0816368356034297,0.006598544045485782,7.366338033012554,1.173350511400694,130,13.0
0.06833803221454661,1.441388229398541,0.18699588126102473,0.09981332000673852,0.01027508250803189,8.504829962364933,1.2621433142774754,140,14.0
0.07153094490879434,1.4766808072482291,0.15706317744849438,0.12104734161412478,0.01513364278806382,9.720093544243813,1.3504043335120508,150,15.0
0.0676301740075215,1.3818519478019435,0.22754336237656977,0.14569478468483357,0.021770486873185713,11.010743317639111,1.4379340653201547,160,16.0
0.05702255676915189,1.1701486855973615,0.32527322000405484,0.174095325574095,0.030588129853068954,12.375137556967598,1.5243865327297932,170,17.0
0.04076004463301349,0.8768033846849365,0.4072456810318871,0.2065719951027875,0.04270311091758286,13.811272548794161,1.6093296111472757,180,18.0
0.020455381786368725,0.5834456303570398,0.45682226507323537,0.2435533417550492,0.059318230280051794,15.316621086326869,1.6921036024232858,190,19.0
-0.001877829770101151,0.4998358923969327,0.46663033576738444,0.28549531995820165,0.08150757771803595,16.887911716349013,1.7718208304714027,200,20.0
-0.024024818000801328,0.7294539221164367,0.4353356862335002,0.3327608986234465,0.1107298156526836,18.52089991142554,1.8473300338697618,210,21.0
-0.0437892785329747,1.0382759825982244,0.36732242038808227,0.385512740431672,0.14864110197296915,20.21006815511458,1.9171316546608368,220,22.0
-0.05921118092668048,1.2947566538328399,0.2740218655976939,0.44331508167204264,0.1969117488952728,21.94827089185553,1.9793375307856715,230,23.0
-0.06876114379164819,1.4476733042722452,0.18207597992629865,0.5046739863119754,0.25555107926702486,23.726392181822064,2.031790001956708,240,24.0
-0.07149210267994043,1.474407960238302,0.15918410316755582,0.567842439490622,0.32346796862164984,25.533294451251038,2.07243988917008,250,25.0
-0.0671332299347763,1.3713266539929927,0.23382425621349978,0.6313042845575332,0.399667205286793,27.35595760381519,2.0993235105724204,260,26.0
-0.05611679251691318,1.152913369879667,0.3313706959139887,0.69332846144298,0.481151390073798,29.179718820709684,2.110921560849033,270,27.0
-0.03953528433305205,0.8562554953924508,0.4115945997976226,0.7510377138850903,0.5640880566096953,30.98886973200588,2.1064146438244653,280,28.0
-0.019033084229170067,0.5683325293059105,0.4587235283927662,0.8005686125645707,0.6409101034235618,32.76771062208829,2.086502528319351,290,29.0
0.00335661613531488,0.5073130168384106,0.46582272609734,0.839744624676249,0.7051710346726542,34.50243636690473,2.053925606793752,300,30.0
0.02541344276149222,0.7494384340354744,0.4319278471914772,0.8695960838938513,0.7561973491235222,36.182687555445604,2.0122976815782767,310,31.0
0.04495003255226085,1.0574323590453245,0.3618164484805721,0.8927993521032205,0.7972512930258697,37.801557340594805,1.9645489523096475,320,32.0
0.060028952881025444,1.3082820533110884,0.267520594817324,0.9113438391729197,0.8310902576809979,39.354538731336916,1.912486482031705,330,33.0
0.06915483569610237,1.4534120038467295,0.17744524909593407,0.926202131931655,0.8585602642741293,40.8386736707564,1.857434660534822,340,34.0
0.07142267232971412,1.4715733981986991,0.16178576901872416,0.9380164633036643,0.8803702769381011,42.25226350075948,1.8005619265076662,350,35.0
0.0666075626987351,1.3603005404108368,0.24017848702095973,0.9471442655856446,0.8972917498432699,43.59476023933503,1.7430022614226266,360,36.0
0.055187018519411796,1.13532936212429,0.3373872931335977,0.9539913939129756,0.9101132625375686,44.866761185339826,1.6858924140157596,370,37.0
0.03829360873880112,0.8356942954189086,0.41579918956738277,0.9591125860769356,0.9198982967538486,46.06988630820226,1.6301063489092362,380,38.0
0.017602643308879715,0.554183188024607,0.4604514751435197,0.9629309962966357,0.9272361036288315,47.20640738000149,1.5761443827088493,390,39.0
-0.0048339663596837215,0.5162687997795946,0.4648377288414321,0.965634576971889,0.9324501362436791,48.27900970657481,1.5244391113842708,400,40.0
-0.026791194298683232,0.769628868065905,0.4283626991549317,0.9673315531790212,0.9357303337757373,49.29085534089649,1.4755740188235984,410,41.0
-0.046091554556855534,1.0763237198384679,0.3562024515088849,0.9682797038118015,0.93756248428533,50.24565813596563,1.4300791946178664,420,42.0
-0.06082104125757401,1.3213466379096763,0.26102062689450944,0.9687086164628076,0.9383843669405895,51.1474798594225,1.388184187109879,430,43.0
-0.06951893948562797,1.4586010111021293,0.17313512186555313,0.9687473091728579,0.9384763529578697,52.00043433500871,1.3498674229571908,440,44.0
-0.07132268356415199,1.4681787341634551,0.1648410804487973,0.9686110019739516,0.9382645224339523,52.80849111355238,1.3149532644692183,450,45.0
-0.06605339720782123,1.3487804311431497,0.24658993525959122,0.96854379421244,0.938122346454616,53.57535388302421,1.2831743917135878,460,46.0
-0.05423363258341594,1.117411010512939,0.3433172361527117,0.9686612022009046,0.9383243050987967,54.304402990635616,1.254228603161358,470,47.0
-0.03703554910510006,0.8151552935161758,0.4198566969724782,0.9688733931458716,0.9387183630866377,54.99868670163207,1.2278283542955477,480,48.0
-0.01616467104416452,0.5410983356627888,0.4620051085518121,0.9690504993199264,0.9390588702321988,55.660962881186556,1.2037401306384723,490,49.0
0.006309248354260575,0.526612914991813,0.46367590508495293,0.9691744829463732,0.93929917839437,56.293751597842494,1.18176924448312,500,50.0
0.028157483137052543,0.7899762176499852,0.4246424598423975,0.9692611311179284,0.9394671402960062,56.8993630506093,1.1617371993311278,510,51.0
0.04721335614299841,1.094932283260546,0.35048507902610726,0.9693161367884691,0.9395746609187099,57.47991309054204,1.143478199747669,520,52.0
0.06158710715885374,1.3339419113438606,0.25453361034423877,0.9692682285493123,0.9394822079849664,58.03734015682108,1.1268463494827174,530,53.0
0.06985329937731243,1.4632373383806134,0.16917774736063187,0.9690523864147862,0.9390830495937699,58.57343436251062,1.1117274208231562,540,54.0
0.07119217916380503,1.464225903975295,0.1683202638549534,0.9687859769576512,0.9386158172758662,59.089858959496794,1.0980086965494888,550,55.0
0.06547097056352606,1.3367735302348938,0.2530436995146374,0.9686590249469418,0.9383484678411145,59.5881371561732,1.085555485512821,560,56.0
0.05325704261813557,1.0991733851589351,0.3491550484810967,0.9687469190758011,0.9384922506455984,60.06963483708761,1.074218185113844,570,57.0
0.035761643696750486,0.7946767186488384,0.4237645008658179,0.9689360921832099,0.9388385952662415,60.535559200513745,1.0638619862323762,580,58.0
