step,entropy,complexity
0,1.8630347691578062,0.9596770833333333
100,1.2885376262380475,0.9649592382112171
200,0.7123159116757192,0.9652368990831895
300,1.0708822655589298,0.967571213505193
400,0.8836141270358366,0.9669220880273351
500,0.8302948963130559,0.9666472140464833
600,0.8344834164142898,0.9664844040732096
700,0.9074986424891434,0.9673534287357488
800,0.9105428094627273,0.9671863899320005
900,0.9174717084589771,0.9658733380696235
1000,0.8811796336197455,0.9645645150377211
