step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57133e-06,0.00263424,0,0,0
100,8.27773e-05,0.00265238,65536,0,0
200,9.75312e-05,0.00269471,65536,0,0
300,0.000103075,0.00274989,65536,0,0
400,0.000112897,0.00281151,65536,0,0
500,0.000126274,0.00287515,65536,0,0
600,0.000139907,0.00293795,65536,0,0
700,0.000151509,0.00299816,65536,0,0
800,0.000160185,0.00305485,65536,0,0
900,0.000165978,0.00310759,65536,0,0
1000,0.000169333,0.00315629,65536,0,0
1100,0.000170754,0.00320106,65536,0,0
1200,0.000170689,0.00324199,65536,0,0
1300,0.00016949,0.00327941,65536,0,0
1400,0.000167442,0.00331352,65536,0,0
1500,0.00016476,0.0033446,65536,0,0
1600,0.000161612,0.00337292,65536,0,0
1700,0.000158127,0.00339871,65536,0,0
1800,0.000154404,0.00342224,65536,0,0
1900,0.00015052,0.00344363,65536,0,0
1999,0.000146578,0.003463,65536,0,0
