step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00138204,0.00255454,13697,0.00276169,0.0421307,0.00628121,0.209
100,0.25343,0.0014846,49043,0.15462,0.853566,0.00673016,0.748337
200,0.729316,0.00349741,54472,0.220085,0.872586,0.00710467,0.831177
300,1.2722,0.00338307,54510,0.249757,0.883913,0.00719023,0.831757
400,1.70172,0.00259316,54534,0.266741,0.949825,0.00728125,0.832123
500,2.03254,0.00201033,54606,0.278064,0.990929,0.0075475,0.833221
600,2.29952,0.00111497,54829,0.287874,0.945593,0.00790335,0.836624
700,2.5192,0.00552402,55147,0.296537,1.0044,0.00815635,0.841476
800,2.72439,0.00208739,55262,0.301676,1.00682,0.00825358,0.843231
900,2.91206,0.00678573,55510,0.307894,0.960069,0.00829823,0.847015
1000,3.08299,0.0041331,55805,0.313898,1.01591,0.00837486,0.851517
1100,3.24206,0.00571055,56140,0.318215,1.00248,0.00857674,0.856628
1200,3.38879,0.00438435,56309,0.321508,1.02973,0.00860681,0.859207
1300,3.53678,0.000365005,56512,0.326491,0.991976,0.00853285,0.862305
1400,3.69871,0.00179127,56701,0.332003,1.06582,0.00860041,0.865189
1500,3.90136,0.00407401,56851,0.336189,0.990235,0.00863737,0.867477
1600,4.07754,0.00583436,57067,0.340581,1.02907,0.00873152,0.870773
1700,4.26183,0.00576854,57233,0.343851,1.02444,0.00859873,0.873306
1800,4.40456,0.00788986,57447,0.348608,1.01294,0.00837125,0.876572
1900,4.58194,0.002907,57596,0.352271,1.02972,0.00819354,0.878845
1999,4.77714,0.00616833,57737,0.357536,1.07552,0.00804599,0.880997
