step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00140004,0.000820464,13905,0.0027977,0.0357288,0.00094138,0.212173
100,0.25454,0.00068013,49171,0.155172,0.785468,0.00131974,0.75029
200,0.728348,0.00104394,54524,0.218916,0.853664,0.00208396,0.83197
300,1.23915,0.00389031,54469,0.245059,0.930622,0.002649,0.831131
400,1.63897,0.000615135,54517,0.262959,0.917832,0.00310277,0.831863
500,1.98906,0.0021619,54632,0.276524,0.92381,0.00350097,0.833618
600,2.25213,0.00523982,54912,0.286696,1.05349,0.00371209,0.837891
700,2.49694,0.00226852,55117,0.294326,0.955143,0.00388575,0.841019
800,2.67447,0.00304965,55347,0.300093,0.995987,0.00427678,0.844528
900,2.86152,0.00200212,55607,0.30805,1.00582,0.00460498,0.848495
1000,3.08583,0.00559816,55821,0.313417,0.973167,0.00503073,0.851761
1100,3.22968,0.00585728,56025,0.316916,1.01915,0.0053853,0.854874
1200,3.38538,0.00497962,56167,0.323042,0.993155,0.00555076,0.85704
1300,3.54323,0.00410089,56466,0.327452,1.0147,0.00566641,0.861603
1400,3.73384,0.00734648,56635,0.332307,1.06034,0.00601869,0.864182
1500,3.90481,0.00387299,56863,0.335568,0.948518,0.00619498,0.867661
1600,4.04811,0.00572814,57045,0.339352,1.07245,0.00621854,0.870438
1700,4.1701,0.0034033,57227,0.341538,1.00983,0.00627247,0.873215
1800,4.33424,0.00541161,57434,0.345049,1.0509,0.00620769,0.876373
1900,4.49418,0.00807483,57594,0.349044,1.00308,0.00624101,0.878815
1999,4.67907,0.00302938,57743,0.35258,1.02903,0.00646027,0.881088
