step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00550734,0.000942341,13711,0.00275338,0.0425195,0.00398144,0.209213
100,3.2158,0.0006573,52271,0.085357,0.354291,0.00462092,0.797592
200,8.86715,0.00153762,51768,0.106421,0.40584,0.00514535,0.789917
300,13.4256,0.00211938,52277,0.116281,0.468283,0.00598604,0.797684
400,16.6349,0.00621743,52776,0.121961,0.443869,0.00635304,0.805298
500,19.0215,0.00743407,53158,0.126108,0.43941,0.00667862,0.811127
600,20.8127,0.00572962,53628,0.129022,0.455769,0.00692676,0.818298
700,22.3812,0.00604023,54009,0.13193,0.487886,0.00686882,0.824112
800,23.5785,0.0028035,54211,0.134477,0.498634,0.00701895,0.827194
900,24.7112,0.00227259,54406,0.1361,0.483734,0.00736119,0.83017
1000,25.6342,0.000580536,54650,0.138781,0.462897,0.00776359,0.833893
1100,26.9937,0.00498529,54912,0.141143,0.495839,0.00822241,0.837891
1200,27.968,0.00788919,55083,0.142005,0.508473,0.00880399,0.8405
1300,29.3364,0.0044739,55445,0.143502,0.484907,0.00930483,0.846024
1400,30.7151,0.00478857,55687,0.145419,0.482408,0.00975819,0.849716
1500,32.0228,0.00689947,55959,0.147439,0.475596,0.0101019,0.853867
1600,33.2175,0.00765716,56127,0.14874,0.527904,0.0104843,0.85643
1700,34.5482,0.00799885,56347,0.150477,0.502675,0.0107798,0.859787
1800,35.8464,0.00844964,56536,0.151593,0.482632,0.0110296,0.862671
1900,36.7152,0.00644589,56662,0.152154,0.501278,0.0113585,0.864594
1999,38.2235,0.0043938,56820,0.154083,0.515138,0.0118911,0.867004
