step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00275422,0.000942341,13711,0.00275338,0.0425195,0.00398144,0.209213
100,0.878735,0.00596826,51278,0.173762,0.818811,0.00468945,0.78244
200,2.83752,0.00156411,55232,0.242044,0.891455,0.0051724,0.842773
300,4.61996,0.00270026,54886,0.271851,0.986658,0.00586664,0.837494
400,5.95126,0.0036121,54810,0.291486,1.04221,0.006426,0.836334
500,6.92886,0.00844667,55017,0.30223,1.0223,0.00680541,0.839493
600,7.64691,0.011323,55221,0.311286,1.01627,0.00715233,0.842606
700,8.35167,0.0108539,55523,0.3226,1.02903,0.00754483,0.847214
800,8.97032,0.00706973,55645,0.328766,1.03612,0.00802503,0.849075
900,9.46036,0.00374866,55906,0.332561,1.02007,0.00838712,0.853058
1000,9.91565,0.00155121,56132,0.339755,1.06192,0.00875357,0.856506
1100,10.3949,0.00438241,56269,0.344049,1.05903,0.00916858,0.858597
1200,10.8336,0.00270091,56457,0.349493,1.07398,0.00958993,0.861465
1300,11.3985,0.00198483,56664,0.353808,1.0774,0.01003,0.864624
1400,11.8251,0.00305608,56888,0.358747,1.07817,0.0104775,0.868042
1500,12.2972,0.00169444,57133,0.363805,1.03915,0.010671,0.87178
1600,13.0365,0.00454067,57243,0.370115,1.11414,0.0109024,0.873459
1700,13.517,0.00750865,57544,0.3737,1.09557,0.0111147,0.878052
1800,14.0403,0.00453481,57770,0.377077,1.13646,0.0111985,0.8815
1900,14.5318,0.00348069,57910,0.38008,1.10169,0.0113515,0.883636
1999,15.0793,0.00969756,58102,0.383993,1.12508,0.0115076,0.886566
