step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00559597,0.000820464,13905,0.0027977,0.0357288,0.00094138,0.212173
100,3.32432,0.000946469,52849,0.202502,0.927285,0.00155898,0.806412
200,8.8117,0.00365128,55712,0.265806,0.939575,0.00246085,0.850098
300,13.238,0.00215513,54891,0.295124,0.990544,0.00284469,0.83757
400,16.2066,0.00556577,54826,0.31136,0.993858,0.00278174,0.836578
500,18.7544,0.00682369,55124,0.324876,1.01021,0.0030753,0.841125
600,20.6092,0.00872839,55383,0.335587,1.07604,0.00352997,0.845078
700,22.1285,0.00301879,55544,0.344893,1.03523,0.00386654,0.847534
800,23.5496,0.00363194,55797,0.3497,1.07035,0.00411293,0.851395
900,24.6558,0.00226825,55996,0.355579,1.02855,0.00427813,0.854431
1000,25.4552,0.00172728,56124,0.359078,0.999896,0.00455177,0.856384
1100,26.0654,0.00363195,56180,0.363556,1.10462,0.00468795,0.857239
1200,27.2689,0.00320691,56291,0.369689,1.09392,0.00498978,0.858932
1300,28.662,0.00233963,56605,0.375698,1.08995,0.00515196,0.863724
1400,30.0148,0.00775453,56856,0.378249,1.15678,0.00515653,0.867554
1500,31.0753,0.00555653,57103,0.380007,1.12314,0.00517812,0.871323
1600,31.8077,0.00990518,57250,0.384762,1.13175,0.00513963,0.873566
1700,33.0303,0.0106007,57361,0.390532,1.1426,0.00504836,0.875259
1800,34.2187,0.0022584,57546,0.39412,1.08067,0.00517877,0.878082
1900,35.6331,0.00442474,57752,0.39748,1.09033,0.00503968,0.881226
1999,36.805,0.00847222,57881,0.400136,1.1307,0.00493393,0.883194
